RESULT_SEQ	resval	RESULT_UNITS	errval	M_DATE	yearm
21791768	3790	pCi/L	468	1997-04-11	1997
21791749	3820	pCi/L	470	1997-04-11	1997
21791792	10400	pCi/L	673	1997-04-08	1997
22732574	700	pCi/L	NULL	1990-06-17	1990
22732328	10000	pCi/L	1000	1990-06-11	1990
22732331	6600	pCi/L	700	1990-06-11	1990
22732310	1600	pCi/L	200	1990-06-22	1990
22732736	31600	pCi/L	700	1990-05-01	1990
22732739	28600	pCi/L	600	1990-05-01	1990
22732740	30000	pCi/L	600	1990-05-01	1990
22255899	1000	pCi/L	NULL	1990-04-09	1990
22255969	700	pCi/L	NULL	1990-04-11	1990
22255842	2000	pCi/L	NULL	1990-04-11	1990
22255895	1000	pCi/L	NULL	1990-04-11	1990
22255896	1000	pCi/L	NULL	1990-04-11	1990
22732846	99000	pCi/L	2080	1990-05-17	1990
22732625	131000	pCi/L	1200	1990-05-17	1990
22732293	110000	pCi/L	20000	1990-05-17	1990
23828529	700	pCi/L	NULL	1991-05-17	1991
23828532	1460	pCi/L	200	1991-05-17	1991
23828524	2410	pCi/L	200	1991-04-22	1991
23828521	700	pCi/L	NULL	1991-04-23	1991
23828519	700	pCi/L	NULL	1991-04-23	1991
23828520	700	pCi/L	NULL	1991-04-23	1991
23828509	700	pCi/L	NULL	1991-05-04	1991
22732602	700	pCi/L	NULL	1990-05-16	1990
22732457	840000	pCi/L	90000	1990-04-25	1990
22732193	7100000	pCi/L	100000	1990-04-25	1990
22732359	6200000	pCi/L	700000	1990-04-25	1990
22732443	1000	pCi/L	100	1990-04-26	1990
22732211	2000	pCi/L	NULL	1990-04-26	1990
22732212	2000	pCi/L	NULL	1990-04-26	1990
22732407	14000000	pCi/L	2000000	1990-05-01	1990
22732400	20000000	pCi/L	2000000	1990-05-07	1990
22732399	15000000	pCi/L	2000000	1990-05-07	1990
22732198	18000000	pCi/L	1000000	1990-05-07	1990
22732416	2200000	pCi/L	300000	1990-05-07	1990
22732470	8800	pCi/L	900	1990-04-10	1990
22732469	1000	pCi/L	NULL	1990-04-10	1990
22732688	700	pCi/L	NULL	1990-04-13	1990
22732689	700	pCi/L	NULL	1990-04-13	1990
22732398	1000	pCi/L	NULL	1990-04-13	1990
22732687	700	pCi/L	NULL	1990-04-13	1990
22732397	1000	pCi/L	NULL	1990-04-13	1990
22732455	91000	pCi/L	10000	1990-04-17	1990
22732415	55000	pCi/L	6000	1990-04-19	1990
23837927	11100	pCi/L	500	1991-07-10	1991
23837926	11100	pCi/L	500	1991-07-10	1991
23837906	17300	pCi/L	600	1991-07-11	1991
23837907	17300	pCi/L	600	1991-07-11	1991
23837917	11600	pCi/L	500	1991-07-11	1991
23837918	11600	pCi/L	500	1991-07-11	1991
23837993	3590	pCi/L	300	1991-07-11	1991
23837992	3590	pCi/L	300	1991-07-11	1991
23837995	3000	pCi/L	300	1991-07-11	1991
23837994	3000	pCi/L	300	1991-07-11	1991
23837975	29800	pCi/L	800	1991-07-15	1991
23837638	700	pCi/L	NULL	1991-09-05	1991
23837636	2450	pCi/L	200	1991-09-05	1991
23837664	14300	pCi/L	1120	1991-07-24	1991
23837663	24600	pCi/L	700	1991-07-24	1991
23837705	700	pCi/L	NULL	1991-08-01	1991
23837768	261000	pCi/L	2300	1991-07-25	1991
23837780	382000	pCi/L	2700	1991-07-25	1991
23837702	13000	pCi/L	500	1991-07-29	1991
23837776	5680000	pCi/L	11000	1991-07-29	1991
23837746	1230	pCi/L	200	1991-07-30	1991
23837747	1250	pCi/L	200	1991-07-30	1991
23837813	2440000	pCi/L	6800	1991-07-31	1991
23837738	4910000	pCi/L	10000	1991-07-24	1991
23837788	216000	pCi/L	2000	1991-07-25	1991
23838183	700	pCi/L	NULL	1991-07-10	1991
23838184	700	pCi/L	NULL	1991-07-10	1991
21771295	7590	pCi/L	704	1995-07-18	1995
21770785	68000	pCi/L	4830	1995-07-19	1995
21770788	162000	pCi/L	11100	1995-07-19	1995
21776877	69400	pCi/L	4940	1996-07-11	1996
21784986	73200	pCi/L	4060	1996-09-11	1996
24122805	834540	pCi/L	44000	1979-12-03	1979
24122820	16700000	pCi/L	184000	1979-12-03	1979
24122797	69640	pCi/L	2000	1979-12-03	1979
21784690	68	pCi/L	373	1996-09-25	1996
21784689	633	pCi/L	397	1996-09-25	1996
21785005	1040	pCi/L	242	1996-08-16	1996
21771096	2910000	pCi/L	140000	1995-07-31	1995
21771095	623000	pCi/L	30200	1995-07-31	1995
21771099	3240000	pCi/L	147000	1995-08-01	1995
21771288	49600	pCi/L	2120	1995-07-20	1995
23837657	10000	pCi/L	500	1991-07-24	1991
23837647	700	pCi/L	NULL	1991-09-05	1991
23837626	2000	pCi/L	200	1991-09-05	1991
23837629	2090	pCi/L	200	1991-09-05	1991
23837678	8010	pCi/L	400	1991-07-25	1991
23837676	72300	pCi/L	1200	1991-07-23	1991
23837667	10300	pCi/L	500	1991-07-23	1991
23837659	13600	pCi/L	500	1991-07-24	1991
23837750	700	pCi/L	NULL	1991-07-31	1991
23837688	1820000	pCi/L	5900	1991-07-31	1991
23837691	14600	pCi/L	500	1991-08-06	1991
23837828	700	pCi/L	NULL	1991-07-26	1991
23837823	7450	pCi/L	400	1991-07-26	1991
23837822	8400	pCi/L	400	1991-07-26	1991
21770990	9630	pCi/L	760	1995-07-19	1995
21770784	9370	pCi/L	829	1995-07-19	1995
21771110	1040000	pCi/L	40000	1995-07-20	1995
21784850	23800	pCi/L	672	1996-08-22	1996
21784852	20500	pCi/L	630	1996-08-22	1996
21776875	176000	pCi/L	12100	1996-07-11	1996
21776896	50200	pCi/L	1050	1996-07-11	1996
21785230	183000	pCi/L	1750	1996-08-22	1996
21785110	61800	pCi/L	3520	1996-08-22	1996
21784984	211000	pCi/L	10800	1996-09-11	1996
24122781	5160960	pCi/L	96000	1979-12-03	1979
21784715	18800	pCi/L	1350	1996-09-10	1996
21784943	16100	pCi/L	1200	1996-08-15	1996
21784942	82	pCi/L	355	1996-08-15	1996
21785006	869	pCi/L	235	1996-08-16	1996
21785004	189	pCi/L	215	1996-08-16	1996
21771097	760000	pCi/L	37200	1995-07-31	1995
21771246	-75.7	pCi/L	359	1995-07-25	1995
21771189	1240000	pCi/L	59500	1995-07-26	1995
21770769	20600	pCi/L	1600	1995-07-18	1995
21770767	26600	pCi/L	2010	1995-07-18	1995
21770765	21600	pCi/L	1670	1995-07-18	1995
21770759	9690	pCi/L	852	1995-07-19	1995
21771088	6760000	pCi/L	260000	1995-08-02	1995
21771086	4900000	pCi/L	221000	1995-08-02	1995
21770714	8080	pCi/L	732	1995-07-05	1995
21770843	-387	pCi/L	356	1995-07-06	1995
21791790	13200	pCi/L	731	1997-04-08	1997
21791828	8830	pCi/L	619	1997-04-07	1997
21791801	16400	pCi/L	778	1997-04-08	1997
21791800	13400	pCi/L	719	1997-04-08	1997
21792032	32600	pCi/L	2500	1997-03-12	1997
21791961	19500	pCi/L	1600	1997-03-21	1997
21791955	17400	pCi/L	1500	1997-03-21	1997
21791953	17400	pCi/L	1500	1997-03-21	1997
24124469	22570	pCi/L	1000	1979-04-20	1979
24124470	22570	pCi/L	1000	1979-04-20	1979
24124467	18730	pCi/L	1000	1979-04-27	1979
24124468	18730	pCi/L	1000	1979-04-27	1979
24124457	27760	pCi/L	1000	1979-06-01	1979
24124458	27760	pCi/L	1000	1979-06-01	1979
21791989	18400	pCi/L	1500	1997-03-17	1997
21791991	2360	pCi/L	350	1997-03-18	1997
21792019	2960	pCi/L	400	1997-03-12	1997
21792039	723	pCi/L	260	1997-03-06	1997
21792059	1570	pCi/L	330	1997-03-07	1997
21792046	15900	pCi/L	1300	1997-03-06	1997
21792048	1330	pCi/L	290	1997-03-06	1997
21792040	5	pCi/L	220	1997-03-06	1997
21792090	2230	pCi/L	508	1997-02-27	1997
21792202	2040	pCi/L	330	1997-02-27	1997
21792200	2190	pCi/L	340	1997-02-27	1997
21792096	1102.8	pCi/L	464	1997-02-24	1997
24128024	64700	pCi/L	2340	1987-11-16	1987
24128022	58960	pCi/L	2250	1987-11-16	1987
24128030	4205640	pCi/L	85800	1987-11-16	1987
24128084	28160	pCi/L	1630	1987-11-18	1987
24128200	30900	pCi/L	1830	1987-11-18	1987
24128041	20690	pCi/L	1580	1987-12-13	1987
24128076	11620	pCi/L	1190	1987-10-26	1987
24128075	11290	pCi/L	1210	1987-11-18	1987
24128064	11620	pCi/L	1190	1987-10-26	1987
24128171	2880	pCi/L	1110	1987-11-14	1987
24128314	2.1	pCi/L	0.6	1987-11-14	1987
24127909	34800000	pCi/L	234000	1987-11-16	1987
24127908	33920600	pCi/L	682000	1987-11-16	1987
24127906	59030	pCi/L	2250	1987-11-16	1987
24127905	19700300	pCi/L	412000	1987-11-16	1987
24127902	880360	pCi/L	17800	1987-11-16	1987
24128332	4500	pCi/L	700	1987-10-25	1987
23829719	4960	pCi/L	400	1991-02-28	1991
22733340	3600	pCi/L	400	1990-03-03	1990
22733842	48300	pCi/L	1700	1990-01-24	1990
22733122	42000	pCi/L	5000	1990-01-24	1990
22733355	700	pCi/L	NULL	1990-02-24	1990
22733347	700	pCi/L	NULL	1990-02-24	1990
22733783	3540	pCi/L	720	1990-03-12	1990
22733772	3260	pCi/L	720	1990-03-14	1990
22733767	3700	pCi/L	740	1990-03-12	1990
22733104	1100	pCi/L	200	1990-03-14	1990
22733258	1300	pCi/L	300	1990-03-04	1990
22733256	3400	pCi/L	400	1990-03-04	1990
22733297	30700	pCi/L	700	1990-03-13	1990
22733288	4200	pCi/L	400	1990-03-18	1990
23829768	6400	pCi/L	400	1991-02-08	1991
23829984	3069000	pCi/L	52300	1991-01-18	1991
23829982	15600	pCi/L	1010	1991-01-18	1991
23829980	74200	pCi/L	1940	1991-02-12	1991
23829058	1000	pCi/L	NULL	1991-02-05	1991
23829816	720	pCi/L	200	1991-01-20	1991
23829790	30090	pCi/L	900	1991-02-12	1991
23829789	29840	pCi/L	800	1991-02-12	1991
23829784	2700	pCi/L	300	1991-03-18	1991
22733182	700	pCi/L	NULL	1990-03-06	1990
22733819	239000	pCi/L	3350	1990-02-24	1990
22733083	240000	pCi/L	30000	1990-02-24	1990
22733301	7300	pCi/L	400	1990-03-06	1990
22733282	4000	pCi/L	400	1990-03-11	1990
22733293	4300	pCi/L	400	1990-03-11	1990
22733077	3400	pCi/L	400	1990-03-11	1990
22733075	3500	pCi/L	400	1990-03-11	1990
22733294	4300	pCi/L	400	1990-03-11	1990
22733267	11600	pCi/L	500	1990-03-13	1990
22733268	11600	pCi/L	500	1990-03-13	1990
22733200	2500	pCi/L	400	1990-01-23	1990
22733199	1600	pCi/L	400	1990-01-23	1990
22732973	19000000	pCi/L	1000000	1990-01-09	1990
22733557	22700	pCi/L	600	1990-01-16	1990
22733143	22000	pCi/L	3000	1990-01-16	1990
22733556	23200	pCi/L	600	1990-01-16	1990
22733875	6580	pCi/L	870	1990-02-23	1990
22733059	5300	pCi/L	600	1990-02-23	1990
22733873	8530	pCi/L	930	1990-02-23	1990
21771089	224000	pCi/L	11100	1995-08-02	1995
21771085	4660000	pCi/L	216000	1995-08-02	1995
21771244	50500	pCi/L	2150	1995-07-25	1995
21770717	8650	pCi/L	778	1995-07-05	1995
21770716	8810	pCi/L	788	1995-07-05	1995
21770832	180000	pCi/L	12400	1995-07-06	1995
21771476	29480	pCi/L	1280	1995-07-06	1995
21770825	31700	pCi/L	2360	1995-07-06	1995
21771277	3790000	pCi/L	138000	1995-07-21	1995
21771204	4140000	pCi/L	144000	1995-07-21	1995
21771115	1880000	pCi/L	73600	1995-07-24	1995
21771173	5950000	pCi/L	245000	1995-07-24	1995
21785017	1520	pCi/L	392	1996-08-09	1996
21784933	485	pCi/L	267	1996-08-19	1996
21784893	456	pCi/L	345	1996-08-20	1996
21784822	1130	pCi/L	410	1996-08-20	1996
21784823	880	pCi/L	390	1996-08-20	1996
21784896	1050	pCi/L	377	1996-08-20	1996
21784915	86600	pCi/L	1380	1996-08-28	1996
21784870	1790	pCi/L	360	1996-08-29	1996
21784868	31700	pCi/L	880	1996-08-29	1996
21770725	-170	pCi/L	358	1995-07-05	1995
21770712	24000	pCi/L	1830	1995-07-05	1995
21763749	7260	pCi/L	687	1995-02-24	1995
21763828	9070	pCi/L	927	1995-02-22	1995
21763823	6520	pCi/L	725	1995-02-22	1995
21764100	7800	pCi/L	620	1995-02-22	1995
21763800	6790	pCi/L	746	1995-02-22	1995
21764099	8100	pCi/L	630	1995-02-22	1995
21763530	25100	pCi/L	1910	1995-03-02	1995
21777766	-336	pCi/L	333	1996-02-27	1996
21764085	34900	pCi/L	1400	1995-03-02	1995
21764086	34900	pCi/L	1400	1995-03-02	1995
21763699	20100	pCi/L	1100	1995-03-03	1995
21763667	-70	pCi/L	330	1995-03-06	1995
21763662	2700	pCi/L	490	1995-03-06	1995
21763627	990	pCi/L	340	1995-03-08	1995
21763577	1510	pCi/L	400	1995-03-09	1995
21763950	88000	pCi/L	1740	1995-02-09	1995
21763951	1620	pCi/L	360	1995-02-09	1995
21763938	23700	pCi/L	988	1995-02-13	1995
21770842	-306	pCi/L	364	1995-07-06	1995
21770839	15500	pCi/L	1240	1995-07-06	1995
21771294	1960000	pCi/L	119000	1995-07-17	1995
21770791	183000	pCi/L	9040	1995-07-17	1995
21771203	6520000	pCi/L	255000	1995-07-20	1995
21784936	5890	pCi/L	385	1996-08-19	1996
21784897	939	pCi/L	377	1996-08-20	1996
21784875	-490	pCi/L	295	1996-08-30	1996
21784920	176000	pCi/L	12500	1996-08-23	1996
21771302	9990	pCi/L	733	1995-07-12	1995
21770795	544000	pCi/L	26400	1995-07-13	1995
21770794	536000	pCi/L	25800	1995-07-13	1995
21763683	4300	pCi/L	520	1995-03-01	1995
21763769	5430	pCi/L	578	1995-02-23	1995
21763748	4450	pCi/L	548	1995-02-24	1995
21763826	8990	pCi/L	920	1995-02-22	1995
21763768	6550	pCi/L	635	1995-02-23	1995
21763529	8890	pCi/L	796	1995-03-02	1995
21763528	18300	pCi/L	1450	1995-03-02	1995
21763952	8700000	pCi/L	164000	1995-02-08	1995
21763527	279	pCi/L	379	1995-03-02	1995
21763526	578	pCi/L	393	1995-03-02	1995
21763490	216000	pCi/L	14700	1995-03-02	1995
21764097	13900000	pCi/L	31800	1995-02-12	1995
21763936	10600000	pCi/L	196000	1995-02-12	1995
21763935	710	pCi/L	397	1995-02-13	1995
21763715	3190	pCi/L	503	1995-02-27	1995
21777967	-206	pCi/L	339	1996-02-26	1996
21764078	2200	pCi/L	430	1995-03-02	1995
21764079	2100	pCi/L	420	1995-03-02	1995
21764074	2400	pCi/L	430	1995-03-02	1995
21763692	2700	pCi/L	410	1995-03-03	1995
21763693	1200	pCi/L	380	1995-03-03	1995
21763669	8400	pCi/L	720	1995-03-06	1995
21763644	-510	pCi/L	280	1995-03-07	1995
21763641	-250	pCi/L	300	1995-03-07	1995
21763659	60	pCi/L	320	1995-03-07	1995
21763658	420	pCi/L	350	1995-03-07	1995
21763629	3100	pCi/L	460	1995-03-08	1995
21763625	4500	pCi/L	520	1995-03-08	1995
21763632	3000	pCi/L	450	1995-03-08	1995
21764071	15200	pCi/L	910	1995-02-16	1995
21763862	15100	pCi/L	673	1995-02-16	1995
21763869	11700	pCi/L	750	1995-02-16	1995
21763673	1700000	pCi/L	9600	1995-02-19	1995
21763784	1440000	pCi/L	102000	1995-02-19	1995
23844064	9510000	pCi/L	170000	1993-10-12	1993
23843997	1750	pCi/L	460	1993-10-15	1993
23835859	2320	pCi/L	450	1993-08-27	1993
23835763	38300	pCi/L	1100	1993-09-02	1993
23835616	13500	pCi/L	730	1993-09-13	1993
23835693	11500	pCi/L	700	1993-09-13	1993
23835630	34700	pCi/L	1100	1993-09-15	1993
23835602	19200	pCi/L	620	1993-09-22	1993
23835599	13300	pCi/L	530	1993-09-23	1993
23835598	17700	pCi/L	590	1993-09-23	1993
23820918	940	pCi/L	440	1993-07-29	1993
23820913	2200	pCi/L	480	1993-07-29	1993
18529419	6430	pCi/L	534	1994-08-19	1994
18529301	12500	pCi/L	637	1994-08-19	1994
18528904	13200	pCi/L	910	1994-08-19	1994
18529367	957000	pCi/L	18400	1994-07-19	1994
18521533	1750000	pCi/L	33500	1994-07-21	1994
18521205	225000	pCi/L	4400	1994-08-16	1994
18521189	225000	pCi/L	4400	1994-08-16	1994
18521361	65700	pCi/L	1340	1994-08-05	1994
18521254	152000000	pCi/L	1760000	1994-08-09	1994
18521263	93300	pCi/L	1870	1994-08-10	1994
18521258	23200	pCi/L	806	1994-08-10	1994
18521267	286	pCi/L	359	1994-08-10	1994
18521249	15600	pCi/L	690	1994-08-11	1994
18521211	32100	pCi/L	925	1994-08-12	1994
18521212	1450	pCi/L	395	1994-08-12	1994
23835611	1410	pCi/L	780	1993-09-19	1993
23835633	3270	pCi/L	500	1993-09-19	1993
23843967	26420	pCi/L	1160	1993-09-19	1993
23843966	26720	pCi/L	1170	1993-09-19	1993
18521355	562000	pCi/L	10900	1994-08-04	1994
18521406	5650	pCi/L	499	1994-08-04	1994
18521401	5340	pCi/L	493	1994-08-04	1994
18521357	47100	pCi/L	1090	1994-08-05	1994
18521360	2240	pCi/L	418	1994-08-05	1994
21763616	150	pCi/L	310	1995-03-10	1995
21763987	187	pCi/L	307	1995-02-08	1995
21763863	7860	pCi/L	648	1995-02-16	1995
21763873	65700	pCi/L	1320	1995-02-17	1995
23843672	990	pCi/L	470	1993-11-10	1993
23843668	700	pCi/L	NULL	1993-11-10	1993
23844068	3200000	pCi/L	61000	1993-10-12	1993
23844066	4230000	pCi/L	81000	1993-10-12	1993
23844060	4020000	pCi/L	76000	1993-10-12	1993
23844038	4510000	pCi/L	83000	1993-10-14	1993
23844037	4540000	pCi/L	84000	1993-10-14	1993
23844003	1590000	pCi/L	30000	1993-10-14	1993
23843943	3650000	pCi/L	69000	1993-10-19	1993
23835860	2200	pCi/L	460	1993-08-27	1993
23835871	55400	pCi/L	1500	1993-08-31	1993
23835597	19500	pCi/L	610	1993-09-23	1993
23835747	1970	pCi/L	440	1993-09-09	1993
23835714	1670	pCi/L	560	1993-07-16	1993
23820964	700	pCi/L	NULL	1993-07-21	1993
23821027	1990	pCi/L	490	1993-07-22	1993
23821028	1420	pCi/L	470	1993-07-22	1993
23820916	700	pCi/L	NULL	1993-07-29	1993
18529431	10800	pCi/L	606	1994-08-19	1994
18529421	10700	pCi/L	606	1994-08-19	1994
18521535	195000	pCi/L	3820	1994-07-21	1994
18521240	2450000	pCi/L	46500	1994-08-10	1994
18521219	276	pCi/L	360	1994-08-11	1994
18521422	460	pCi/L	310	1994-08-12	1994
18521215	566	pCi/L	371	1994-08-12	1994
23835712	373000	pCi/L	7200	1993-09-12	1993
18521359	13200	pCi/L	650	1994-08-05	1994
23835636	2710	pCi/L	420	1993-09-15	1993
23835650	7010	pCi/L	610	1993-09-16	1993
23835649	6640	pCi/L	600	1993-09-16	1993
23843953	1130	pCi/L	300	1993-09-17	1993
23843950	2710	pCi/L	430	1993-09-18	1993
18521179	121000	pCi/L	2390	1994-08-16	1994
18521344	13800	pCi/L	661	1994-08-08	1994
18521334	1410000	pCi/L	26900	1994-08-08	1994
18521332	19600	pCi/L	755	1994-08-09	1994
18521208	9330	pCi/L	577	1994-08-15	1994
24130587	44330	pCi/L	2040	1986-05-09	1986
24130583	68921340	pCi/L	506000	1986-05-09	1986
24131053	66002340	pCi/L	480000	1986-05-09	1986
24130582	66002340	pCi/L	480000	1986-05-09	1986
24131050	49450	pCi/L	2000	1986-05-09	1986
24130581	49450	pCi/L	2130	1986-05-09	1986
24129101	24600	pCi/L	1560	1987-05-19	1987
24130572	11200	pCi/L	1220	1986-05-12	1986
24129130	143570	pCi/L	12400	1987-06-15	1987
24129123	32110	pCi/L	1630	1987-06-15	1987
24131451	37710	pCi/L	2000	1986-05-22	1986
24130720	37710	pCi/L	2000	1986-05-22	1986
24130719	38830	pCi/L	2030	1986-04-21	1986
24131442	38830	pCi/L	2000	1986-04-21	1986
24131432	35220	pCi/L	1000	1986-04-21	1986
24130717	35220	pCi/L	1960	1986-04-21	1986
24131422	33060	pCi/L	1000	1986-05-22	1986
24130714	33060	pCi/L	1920	1986-05-22	1986
24130713	51230	pCi/L	2240	1986-04-21	1986
24131414	51230	pCi/L	2000	1986-04-21	1986
24131413	51410	pCi/L	2000	1986-05-22	1986
24130712	51410	pCi/L	2240	1986-05-22	1986
22732601	700	pCi/L	NULL	1990-05-16	1990
22732411	14000000	pCi/L	2000000	1990-04-30	1990
22732423	340000	pCi/L	40000	1990-04-30	1990
22732417	73000	pCi/L	8000	1990-05-07	1990
22732201	14000000	pCi/L	1000000	1990-05-07	1990
22732420	12000000	pCi/L	2000000	1990-05-07	1990
22732456	1900000	pCi/L	200000	1990-05-08	1990
22732194	3100000	pCi/L	100000	1990-04-09	1990
22732365	2500000	pCi/L	300000	1990-04-09	1990
22732468	22000	pCi/L	3000	1990-04-10	1990
22732690	28300	pCi/L	600	1990-04-10	1990
22732691	28300	pCi/L	600	1990-04-10	1990
22732376	1000	pCi/L	NULL	1990-04-13	1990
22732433	21000000	pCi/L	3000000	1990-04-16	1990
22732204	26000000	pCi/L	1000000	1990-04-16	1990
22732434	21000000	pCi/L	3000000	1990-04-16	1990
22732354	150000	pCi/L	20000	1990-04-25	1990
22732192	190000	pCi/L	10000	1990-04-25	1990
23829019	1000	pCi/L	NULL	1991-02-26	1991
23829730	700	pCi/L	NULL	1991-02-26	1991
23829732	2340	pCi/L	300	1991-02-27	1991
23829727	700	pCi/L	NULL	1991-02-27	1991
23829714	18600	pCi/L	600	1991-01-31	1991
23829017	13000	pCi/L	2000	1991-02-19	1991
22733358	700	pCi/L	NULL	1990-03-27	1990
22733333	700	pCi/L	NULL	1990-02-25	1990
22733334	700	pCi/L	NULL	1990-02-25	1990
22733330	700	pCi/L	NULL	1990-02-25	1990
22733827	13100	pCi/L	1060	1990-01-24	1990
22733171	11000	pCi/L	2000	1990-01-24	1990
22733786	2890	pCi/L	680	1990-03-12	1990
22733776	3040	pCi/L	720	1990-03-12	1990
22733260	900	pCi/L	300	1990-03-04	1990
22733259	700	pCi/L	NULL	1990-03-04	1990
22733298	10500	pCi/L	500	1990-03-13	1990
22733299	10600	pCi/L	500	1990-03-13	1990
22733295	138000	pCi/L	1300	1990-03-14	1990
22733276	3400	pCi/L	400	1990-03-14	1990
23829764	7545	pCi/L	400	1991-02-07	1991
23829762	281000	pCi/L	2500	1991-02-07	1991
23829985	87000	pCi/L	1990	1991-01-18	1991
23829754	93800	pCi/L	1400	1991-02-01	1991
23829076	85000	pCi/L	9000	1991-02-01	1991
23829753	96200	pCi/L	1500	1991-02-01	1991
23829079	21000	pCi/L	3000	1991-02-04	1991
23829057	5100	pCi/L	600	1991-02-05	1991
23829828	700	pCi/L	NULL	1991-01-06	1991
23829815	980	pCi/L	200	1991-01-20	1991
23829810	700	pCi/L	NULL	1991-01-20	1991
23829801	1750	pCi/L	200	1991-01-20	1991
23829776	700	pCi/L	NULL	1991-01-25	1991
23829783	7350	pCi/L	400	1991-01-25	1991
23829088	5700	pCi/L	600	1991-01-25	1991
23829785	1230	pCi/L	200	1991-02-11	1991
23829791	1060	pCi/L	200	1991-02-11	1991
22733201	2400	pCi/L	400	1990-01-23	1990
22733207	3000	pCi/L	400	1990-01-24	1990
22733206	3100	pCi/L	400	1990-01-24	1990
22733165	12000	pCi/L	2000	1990-03-11	1990
22733300	4700	pCi/L	400	1990-03-06	1990
22733120	50000	pCi/L	5000	1990-03-06	1990
22733565	11500	pCi/L	470	1990-01-09	1990
22732971	16000	pCi/L	2000	1990-01-09	1990
22733012	1000	pCi/L	NULL	1990-01-13	1990
23837682	26400	pCi/L	700	1991-07-23	1991
23837669	38800	pCi/L	900	1991-07-23	1991
23837707	2090	pCi/L	200	1991-08-06	1991
23837706	21000	pCi/L	600	1991-08-06	1991
23837799	700	pCi/L	NULL	1991-07-25	1991
23837745	219000	pCi/L	2100	1991-07-26	1991
23837743	2240	pCi/L	200	1991-07-26	1991
23837742	1870	pCi/L	200	1991-07-26	1991
23837814	15800	pCi/L	600	1991-07-30	1991
23837714	700	pCi/L	NULL	1991-07-30	1991
23837734	14800000	pCi/L	17000	1991-07-18	1991
23837744	700	pCi/L	NULL	1991-07-19	1991
23837729	188000	pCi/L	2000	1991-07-19	1991
23837690	56100	pCi/L	1000	1991-07-22	1991
23837739	3310	pCi/L	300	1991-07-24	1991
22733764	4880	pCi/L	770	1990-03-14	1990
22733101	1500	pCi/L	200	1990-03-14	1990
22733817	4719000	pCi/L	14700	1990-03-06	1990
22733030	4161000	pCi/L	500000	1990-03-06	1990
22733031	4100000	pCi/L	500000	1990-03-06	1990
22733063	4800	pCi/L	500	1990-03-06	1990
22733814	31700	pCi/L	1400	1990-02-14	1990
22733255	57600	pCi/L	1000	1990-02-14	1990
22733117	53000	pCi/L	6000	1990-02-14	1990
22733270	4300	pCi/L	400	1990-03-19	1990
22733080	3300	pCi/L	400	1990-03-19	1990
22733058	5600	pCi/L	600	1990-03-19	1990
22733274	2200	pCi/L	300	1990-03-19	1990
23829084	14000	pCi/L	2000	1991-01-18	1991
23829071	8600	pCi/L	900	1991-02-01	1991
23829056	60000	pCi/L	6000	1991-02-05	1991
23829827	970	pCi/L	200	1991-01-06	1991
23829814	700	pCi/L	NULL	1991-01-20	1991
23829813	700	pCi/L	NULL	1991-01-20	1991
23829811	700	pCi/L	NULL	1991-01-20	1991
23829091	1400	pCi/L	200	1991-01-20	1991
23829803	1240	pCi/L	200	1991-01-20	1991
23829092	1400	pCi/L	200	1991-01-20	1991
23829774	700	pCi/L	NULL	1991-01-23	1991
23829777	21900	pCi/L	500	1991-01-25	1991
23829087	5500	pCi/L	600	1991-01-25	1991
23829782	7540	pCi/L	400	1991-01-25	1991
22733046	7400	pCi/L	800	1990-02-23	1990
22733490	9600	pCi/L	600	1990-02-21	1990
22733484	38200	pCi/L	700	1990-02-18	1990
22733486	46800	pCi/L	800	1990-02-18	1990
22733487	43500	pCi/L	800	1990-02-18	1990
22733236	700	pCi/L	NULL	1990-02-04	1990
22733240	4100	pCi/L	400	1990-03-18	1990
22733924	130000000	pCi/L	1180000	1990-02-13	1990
22733017	100000000	pCi/L	10000000	1990-02-13	1990
22733235	14900	pCi/L	500	1990-02-04	1990
22733221	57900	pCi/L	800	1990-03-16	1990
22733794	3490	pCi/L	710	1990-03-12	1990
22733789	2390	pCi/L	660	1990-03-12	1990
22733865	5046000	pCi/L	50000	1990-02-14	1990
22733407	10900000	pCi/L	10700	1990-01-03	1990
22733369	12100000	pCi/L	11400	1990-01-03	1990
22732935	19000000	pCi/L	1000000	1990-01-06	1990
22733405	19600000	pCi/L	14100	1990-01-06	1990
18529276	23500	pCi/L	805	1994-08-23	1994
18528898	25400	pCi/L	1160	1994-08-23	1994
18528897	25000	pCi/L	1140	1994-08-23	1994
18521190	10900	pCi/L	611	1994-08-16	1994
18521186	6630	pCi/L	525	1994-08-16	1994
18529208	27000	pCi/L	853	1994-08-29	1994
18521363	77800	pCi/L	1570	1994-08-05	1994
18521435	69200	pCi/L	1970	1994-08-05	1994
18521434	70900	pCi/L	1990	1994-08-05	1994
18521362	74300	pCi/L	1510	1994-08-05	1994
18521433	73900	pCi/L	2050	1994-08-05	1994
18521336	30800	pCi/L	903	1994-08-09	1994
18521324	30800	pCi/L	912	1994-08-09	1994
23843964	3800	pCi/L	540	1993-09-19	1993
18521364	310000	pCi/L	6030	1994-08-04	1994
23836198	131000000	pCi/L	1500000	1993-08-10	1993
23835645	500	pCi/L	230	1993-09-16	1993
23835643	19610	pCi/L	990	1993-09-16	1993
23843948	1990	pCi/L	360	1993-09-17	1993
