RESULT_SEQ	resval	RESULT_UNITS	errval	M_DATE	yearm
23843949	8240	pCi/L	630	1993-09-17	1993
23843410	2890	pCi/L	440	1993-09-18	1993
23843411	3180	pCi/L	470	1993-09-18	1993
23843408	2410	pCi/L	420	1993-09-19	1993
24128053	12150	pCi/L	1360	1987-12-13	1987
24128059	8500	pCi/L	1250	1987-12-13	1987
24128208	60200	pCi/L	2280	1987-12-01	1987
24128263	13400000	pCi/L	268000	1987-10-10	1987
24128433	11416000	pCi/L	23000	1987-10-10	1987
24128240	27600000	pCi/L	553000	1987-12-01	1987
24128233	3370000	pCi/L	52200	1987-11-30	1987
24125533	3860	pCi/L	270	1988-09-11	1988
24128729	35560	pCi/L	1640	1987-08-13	1987
24128752	891000	pCi/L	18000	1987-09-07	1987
24128857	897000	pCi/L	6000	1987-09-07	1987
24128788	260000	pCi/L	5380	1987-09-07	1987
24128858	201000	pCi/L	3000	1987-09-07	1987
24128867	6400	pCi/L	800	1987-08-17	1987
24128868	6500	pCi/L	800	1987-08-17	1987
24125022	24750	pCi/L	790	1988-07-23	1988
24125600	19900	pCi/L	450	1988-07-23	1988
24125601	20700	pCi/L	450	1988-07-23	1988
24125030	24060	pCi/L	790	1988-08-22	1988
24128884	4400	pCi/L	700	1987-08-06	1987
24128893	5700	pCi/L	700	1987-08-08	1987
24128608	38420	pCi/L	1820	1987-07-21	1987
24128972	33200	pCi/L	1300	1987-07-21	1987
24128943	700	pCi/L	NULL	1987-07-08	1987
24128950	1900	pCi/L	600	1987-07-13	1987
24125570	746000	pCi/L	2430	1988-07-26	1988
24125175	1830000	pCi/L	19500	1988-07-26	1988
24128519	11820	pCi/L	1260	1987-07-30	1987
24128596	33040	pCi/L	1760	1987-07-28	1987
24128583	25880	pCi/L	1510	1987-08-24	1987
24128580	72920	pCi/L	2310	1987-08-24	1987
24128930	71100	pCi/L	1800	1987-08-24	1987
24129085	12900	pCi/L	1140	1987-06-23	1987
24129064	9050	pCi/L	1040	1987-06-23	1987
24129221	23300	pCi/L	1430	1987-05-18	1987
24129298	167000	pCi/L	3000	1987-05-18	1987
24129297	169000	pCi/L	3000	1987-05-18	1987
24129142	47370	pCi/L	1980	1987-04-14	1987
24129168	899360	pCi/L	18100	1987-04-14	1987
24129164	20560	pCi/L	1450	1987-04-14	1987
24129151	68080	pCi/L	2300	1987-04-14	1987
24129140	43350	pCi/L	1840	1987-06-15	1987
24129057	12130	pCi/L	1180	1987-04-24	1987
24129099	3860	pCi/L	880	1987-05-22	1987
22733013	1000	pCi/L	NULL	1990-01-13	1990
22732980	2000	pCi/L	NULL	1990-01-13	1990
22733578	700	pCi/L	NULL	1990-01-13	1990
22733011	1000	pCi/L	NULL	1990-01-13	1990
22733577	700	pCi/L	NULL	1990-01-13	1990
22733533	40400	pCi/L	700	1990-01-16	1990
22733119	51000	pCi/L	6000	1990-01-16	1990
22732954	34000000	pCi/L	1000000	1990-01-16	1990
22733506	6840	pCi/L	400	1990-02-18	1990
22733872	10900	pCi/L	980	1990-02-23	1990
22733039	8700	pCi/L	900	1990-02-23	1990
22733500	36700	pCi/L	700	1990-02-10	1990
22733492	66700	pCi/L	900	1990-02-10	1990
22733488	11500	pCi/L	600	1990-02-21	1990
22733491	11000	pCi/L	500	1990-02-21	1990
22733866	1572000	pCi/L	28200	1990-02-14	1990
22733761	22600	pCi/L	1210	1990-02-24	1990
22733214	12500	pCi/L	500	1990-02-24	1990
22733209	3600	pCi/L	500	1990-02-24	1990
22733234	10900	pCi/L	500	1990-02-04	1990
22733041	8600	pCi/L	900	1990-02-04	1990
22733918	12300000	pCi/L	266000	1990-02-13	1990
22733027	9600000	pCi/L	1000000	1990-02-13	1990
22733798	2770	pCi/L	680	1990-03-14	1990
22733797	2880	pCi/L	690	1990-03-14	1990
22733793	3060	pCi/L	700	1990-03-14	1990
22733792	2990	pCi/L	690	1990-03-12	1990
22733410	15600000	pCi/L	12800	1990-01-02	1990
22733411	20800000	pCi/L	14700	1990-01-02	1990
23829094	1800	pCi/L	200	1991-01-26	1991
23829836	2150	pCi/L	300	1991-01-26	1991
23829837	2370	pCi/L	300	1991-01-26	1991
23829822	700	pCi/L	NULL	1991-01-11	1991
23829821	700	pCi/L	NULL	1991-01-11	1991
23829826	700	pCi/L	NULL	1991-01-06	1991
22733251	700	pCi/L	NULL	1990-02-02	1990
22733458	5060000	pCi/L	6000	1990-01-27	1990
22733390	9270000	pCi/L	9800	1990-02-04	1990
22733389	9610000	pCi/L	10100	1990-02-04	1990
22733362	49700	pCi/L	700	1990-01-14	1990
22732929	65000	pCi/L	2000	1990-01-14	1990
22733422	71400	pCi/L	900	1990-01-17	1990
22733005	1000	pCi/L	NULL	1990-01-20	1990
23829787	3690	pCi/L	300	1991-02-11	1991
22733090	2700	pCi/L	300	1990-03-10	1990
22733820	41800	pCi/L	1560	1990-02-24	1990
22733126	35000	pCi/L	4000	1990-02-24	1990
22733306	18000	pCi/L	600	1990-02-24	1990
22733128	34000	pCi/L	4000	1990-02-24	1990
22733051	6300	pCi/L	700	1990-03-06	1990
22733052	6300	pCi/L	700	1990-03-06	1990
22733283	3200	pCi/L	400	1990-03-13	1990
22733284	4100	pCi/L	400	1990-03-13	1990
22733266	12600	pCi/L	500	1990-03-13	1990
22733196	1500	pCi/L	300	1990-01-23	1990
22732964	1300000	pCi/L	100000	1990-01-16	1990
22733553	1290000	pCi/L	3600	1990-01-16	1990
22733552	1220000	pCi/L	3500	1990-01-16	1990
22733867	16500	pCi/L	1110	1990-02-22	1990
22733157	15000	pCi/L	2000	1990-02-22	1990
22733759	9620	pCi/L	940	1990-02-24	1990
22733212	5400	pCi/L	400	1990-02-24	1990
22733762	14600	pCi/L	1060	1990-02-24	1990
22733216	6400	pCi/L	400	1990-02-24	1990
22733040	8600	pCi/L	900	1990-02-04	1990
22733233	11400	pCi/L	500	1990-02-04	1990
22733227	11100	pCi/L	500	1990-03-21	1990
22733220	32400	pCi/L	600	1990-03-16	1990
22733803	3120	pCi/L	700	1990-03-12	1990
22733802	3430	pCi/L	710	1990-03-12	1990
22733861	20100	pCi/L	1180	1990-02-11	1990
22733149	19000	pCi/L	2000	1990-02-11	1990
22733401	700	pCi/L	NULL	1990-01-01	1990
22733379	11000	pCi/L	470	1990-01-01	1990
22733378	10400	pCi/L	450	1990-01-01	1990
22733368	12100000	pCi/L	11400	1990-01-03	1990
22733100	1600	pCi/L	200	1990-03-11	1990
22733081	3200	pCi/L	400	1990-03-11	1990
22733179	19000	pCi/L	500	1990-03-06	1990
22733178	19000	pCi/L	500	1990-03-06	1990
22733758	10400	pCi/L	930	1990-03-14	1990
23829820	700	pCi/L	NULL	1991-01-11	1991
23829817	2680	pCi/L	300	1991-01-21	1991
22733852	9800	pCi/L	990	1990-01-23	1990
22733044	8300	pCi/L	900	1990-01-23	1990
22733851	148000	pCi/L	2960	1990-01-24	1990
18521182	165000	pCi/L	3260	1994-08-16	1994
18529044	5540	pCi/L	499	1994-09-15	1994
18528874	4100	pCi/L	590	1994-09-15	1994
18528875	4600	pCi/L	620	1994-09-15	1994
18529061	4860	pCi/L	479	1994-09-15	1994
18529029	3730	pCi/L	451	1994-09-16	1994
23835844	3720	pCi/L	500	1993-08-29	1993
18529167	10100	pCi/L	584	1994-09-08	1994
22767859	700	pCi/L	NULL	1993-07-17	1993
22767869	150	pCi/L	NULL	1993-07-17	1993
22773043	140	pCi/L	160	1993-08-30	1993
22773060	700	pCi/L	NULL	1993-08-30	1993
18529155	44800	pCi/L	1060	1994-09-09	1994
18521480	1170	pCi/L	389	1994-07-20	1994
18521445	716	pCi/L	342	1994-07-20	1994
23835995	8030000	pCi/L	150000	1993-08-22	1993
23835996	6190000	pCi/L	120000	1993-08-22	1993
23835958	12900000	pCi/L	240000	1993-08-22	1993
23835942	461000	pCi/L	8900	1993-08-22	1993
23835738	1080000	pCi/L	21000	1993-09-02	1993
23835776	304000	pCi/L	5900	1993-09-05	1993
23835741	54800	pCi/L	1300	1993-09-05	1993
23836276	2820	pCi/L	700	1991-12-02	1991
23836467	700	pCi/L	NULL	1991-11-21	1991
23836466	11300	pCi/L	800	1991-11-21	1991
24373938	1621.46	pCi/L	495.36	1992-10-24	1992
24329135	974	pCi/L	600	1992-10-24	1992
24441670	991	pCi/L	700	1992-10-24	1992
24418937	1741.12	pCi/L	401.33	1992-10-24	1992
24329675	1621.74	pCi/L	413.89	1992-11-07	1992
24329595	800	pCi/L	500	1992-11-07	1992
24419576	874	pCi/L	500	1992-11-07	1992
24487053	1703.54	pCi/L	571.55	1992-11-07	1992
23843529	3500	pCi/L	490	1993-12-11	1993
23843523	2250	pCi/L	460	1993-12-11	1993
23836282	3660	pCi/L	700	1991-12-03	1991
23836488	3880	pCi/L	800	1991-11-21	1991
23836291	2960	pCi/L	700	1991-12-07	1991
23836289	2690	pCi/L	700	1991-12-07	1991
23836482	3280	pCi/L	700	1991-11-07	1991
23835535	700	pCi/L	NULL	1993-10-02	1993
23835538	2770	pCi/L	490	1993-10-03	1993
23844033	910	pCi/L	430	1993-10-19	1993
23843634	710	pCi/L	270	1993-10-19	1993
23844002	700	pCi/L	NULL	1993-10-21	1993
24397988	2560	pCi/L	500	1992-12-15	1992
23836769	1280000	pCi/L	5700	1991-10-21	1991
23843137	1088000	pCi/L	24300	1991-12-16	1991
23837190	1088000	pCi/L	24300	1991-12-16	1991
23836312	950000	pCi/L	4800	1991-12-16	1991
23836774	700	pCi/L	NULL	1991-10-01	1991
23836796	1180	pCi/L	100	1991-10-11	1991
23836794	1150	pCi/L	100	1991-10-11	1991
23836790	700	pCi/L	NULL	1991-10-28	1991
23836547	700	pCi/L	NULL	1991-10-31	1991
23836544	700	pCi/L	NULL	1991-10-31	1991
23836542	700	pCi/L	NULL	1991-10-31	1991
23836537	700	pCi/L	NULL	1991-10-30	1991
23836805	997	pCi/L	100	1991-10-07	1991
23836801	971	pCi/L	100	1991-10-08	1991
23836552	700	pCi/L	NULL	1991-11-06	1991
23836575	700	pCi/L	NULL	1991-10-29	1991
23836580	1300	pCi/L	700	1991-11-18	1991
23836337	4380	pCi/L	700	1991-12-13	1991
23837195	34790	pCi/L	1470	1991-12-16	1991
23843142	34790	pCi/L	1470	1991-12-16	1991
23836343	39500	pCi/L	1100	1991-12-16	1991
23837193	2478000	pCi/L	35900	1991-12-16	1991
23843140	2478000	pCi/L	35900	1991-12-16	1991
23836342	2140000	pCi/L	7100	1991-12-16	1991
23836842	700	pCi/L	NULL	1991-10-28	1991
24441948	700	pCi/L	NULL	1992-11-07	1992
24487369	700	pCi/L	NULL	1992-11-13	1992
24375210	1870	pCi/L	437	1992-11-29	1992
24465279	2930	pCi/L	482	1992-11-29	1992
24352974	2030	pCi/L	444	1992-11-29	1992
24397574	1990	pCi/L	442	1992-11-29	1992
24374938	28800	pCi/L	900	1992-11-23	1992
24352425	35500	pCi/L	1000	1992-11-13	1992
24487344	22500	pCi/L	800	1992-11-18	1992
24442439	22700	pCi/L	800	1992-11-18	1992
23836931	17100000	pCi/L	9300	1991-10-09	1991
23836643	2430000	pCi/L	3500	1991-10-09	1991
22733398	700	pCi/L	NULL	1990-01-20	1990
22733451	700	pCi/L	NULL	1990-01-21	1990
22733006	1000	pCi/L	NULL	1990-01-21	1990
22733468	1710000	pCi/L	4200	1990-01-06	1990
22733467	1710000	pCi/L	4220	1990-01-06	1990
22732946	12000	pCi/L	1000	1990-01-07	1990
22733448	13200	pCi/L	490	1990-01-07	1990
22732944	20000000	pCi/L	1000000	1990-01-07	1990
22733446	20100000	pCi/L	14300	1990-01-07	1990
22733460	7500	pCi/L	430	1990-01-09	1990
22733435	22700000	pCi/L	16200	1990-01-10	1990
22733436	317000	pCi/L	1800	1990-01-10	1990
22733402	402000	pCi/L	2100	1990-01-13	1990
22733518	150000	pCi/L	1330	1990-01-02	1990
22733523	15200000	pCi/L	14100	1990-01-02	1990
22733544	13400000	pCi/L	12100	1990-01-02	1990
22732966	59000	pCi/L	2000	1990-01-06	1990
22733560	61100	pCi/L	870	1990-01-06	1990
21770181	607	pCi/L	327	1995-11-13	1995
21770186	527	pCi/L	325	1995-11-13	1995
23830423	2453	pCi/L	484.5	1992-03-08	1992
23830420	3960.9	pCi/L	224.9	1992-03-01	1992
23813427	2490	pCi/L	400	1993-03-07	1993
23813432	3130	pCi/L	400	1993-03-07	1993
23813177	3740	pCi/L	400	1993-03-18	1993
23813171	6510	pCi/L	500	1993-03-18	1993
23829294	700	pCi/L	NULL	1991-03-12	1991
23829227	1270	pCi/L	200	1991-03-01	1991
23829148	700	pCi/L	NULL	1991-01-29	1991
23829165	1040	pCi/L	200	1991-01-29	1991
23829156	700	pCi/L	NULL	1991-01-30	1991
23829145	870	pCi/L	200	1991-02-04	1991
23829261	950	pCi/L	200	1991-02-09	1991
23829260	950	pCi/L	200	1991-02-09	1991
18521177	44900000	pCi/L	677000	1994-08-12	1994
23835596	5230	pCi/L	400	1993-09-22	1993
23835571	1470	pCi/L	350	1993-09-22	1993
23835570	1470	pCi/L	350	1993-09-22	1993
23835569	1080	pCi/L	320	1993-09-22	1993
23835753	12500	pCi/L	700	1993-09-11	1993
23835662	12890000	pCi/L	767000	1993-09-11	1993
24129095	6500	pCi/L	970	1987-05-22	1987
24129047	19600	pCi/L	1320	1987-05-22	1987
24129074	8140	pCi/L	1020	1987-05-26	1987
24125772	26770	pCi/L	1820	1988-04-09	1988
24125780	53080	pCi/L	1890	1988-05-03	1988
24126181	1800	pCi/L	600	1988-06-12	1988
22732135	26600	pCi/L	1210	1990-07-23	1990
22731460	24000	pCi/L	3000	1990-07-23	1990
22731452	21000	pCi/L	3000	1990-07-20	1990
22732127	23700	pCi/L	1170	1990-07-20	1990
22731451	21000	pCi/L	3000	1990-07-20	1990
22732121	10300	pCi/L	890	1990-07-20	1990
22731445	9200	pCi/L	1000	1990-07-20	1990
23820716	700	pCi/L	NULL	1992-04-28	1992
23820715	700	pCi/L	NULL	1992-04-28	1992
23838316	6830	pCi/L	400	1991-05-01	1991
23838319	38700	pCi/L	900	1991-05-01	1991
23828366	825	pCi/L	200	1991-05-30	1991
24906000	56100	pCi/L	1130	2001-07-26	2001
24904147	2900	pCi/L	267	2001-07-23	2001
24910615	162	pCi/L	294	2001-08-06	2001
24794828	1810	pCi/L	432	2001-08-08	2001
23820848	2410	pCi/L	503	1992-06-09	1992
23830147	1290000	pCi/L	5300	1992-06-11	1992
23830297	2430000	pCi/L	7600	1992-04-23	1992
23820475	8610	pCi/L	500	1992-04-03	1992
23820464	12400000	pCi/L	17000	1992-04-21	1992
23820460	16600	pCi/L	700	1992-04-23	1992
23820518	7650000	pCi/L	14000	1992-04-02	1992
23830303	2290000	pCi/L	7500	1992-04-15	1992
23820502	3470000	pCi/L	9100	1992-04-28	1992
23830298	8630000	pCi/L	14000	1992-04-15	1992
23820483	302000	pCi/L	2700	1992-04-23	1992
23820481	1030000	pCi/L	5000	1992-04-22	1992
23820595	253000	pCi/L	2500	1992-04-10	1992
23830311	115000	pCi/L	1700	1992-05-21	1992
23820587	31800	pCi/L	900	1992-04-15	1992
23830606	5494.76	pCi/L	434.52	1992-03-11	1992
23831406	29300	pCi/L	500	1992-02-20	1992
23831329	5080000	pCi/L	5500	1992-01-01	1992
23831323	5960000	pCi/L	6000	1992-01-02	1992
23831311	1570000	pCi/L	3100	1992-01-08	1992
22733099	120000	pCi/L	20000	1990-01-24	1990
22733376	22000	pCi/L	600	1990-01-27	1990
22733148	19000	pCi/L	2000	1990-01-23	1990
22733846	22500	pCi/L	1270	1990-01-23	1990
22733844	47800	pCi/L	1700	1990-01-23	1990
22733124	41000	pCi/L	5000	1990-01-23	1990
22733123	41000	pCi/L	5000	1990-01-23	1990
22733414	22000000	pCi/L	15000	1990-01-16	1990
22733415	2180000	pCi/L	4500	1990-01-16	1990
22732942	23000000	pCi/L	1000000	1990-01-17	1990
22733441	30000000	pCi/L	17800	1990-01-17	1990
22733370	20100000	pCi/L	15100	1990-01-20	1990
22733478	28200	pCi/L	700	1990-01-21	1990
22733479	700	pCi/L	NULL	1990-01-21	1990
22733009	1000	pCi/L	NULL	1990-01-21	1990
22733455	168000	pCi/L	1400	1990-01-23	1990
22732934	19000000	pCi/L	1000000	1990-01-06	1990
22733366	7630000	pCi/L	8900	1990-01-06	1990
22732930	6200000	pCi/L	100000	1990-01-06	1990
22733465	2600000	pCi/L	5200	1990-01-07	1990
22733466	2600000	pCi/L	5100	1990-01-07	1990
22733409	12600000	pCi/L	11300	1990-01-07	1990
22732936	12000000	pCi/L	1000000	1990-01-07	1990
22732937	13000000	pCi/L	1000000	1990-01-07	1990
22733372	4910000	pCi/L	7500	1990-01-09	1990
22732931	5000000	pCi/L	100000	1990-01-09	1990
22733373	49600	pCi/L	790	1990-01-09	1990
22733403	11200000	pCi/L	11300	1990-01-13	1990
22733471	1490000	pCi/L	3900	1990-01-14	1990
22733472	1490000	pCi/L	3900	1990-01-14	1990
22733545	28500000	pCi/L	18000	1990-01-02	1990
22733540	552000	pCi/L	2430	1990-01-03	1990
22733536	20200000	pCi/L	15100	1990-01-03	1990
22732959	2200000	pCi/L	100000	1990-01-06	1990
22733528	2600000	pCi/L	5200	1990-01-06	1990
22732978	36000000	pCi/L	1000000	1990-01-06	1990
22733572	44800000	pCi/L	22100	1990-01-06	1990
22733573	44500000	pCi/L	22000	1990-01-06	1990
22733548	29600000	pCi/L	17900	1990-01-06	1990
22732962	25000000	pCi/L	1000000	1990-01-06	1990
22733561	20700	pCi/L	560	1990-01-06	1990
22732967	22000	pCi/L	2000	1990-01-06	1990
23835595	4860	pCi/L	390	1993-09-17	1993
23843957	1840	pCi/L	350	1993-09-17	1993
23843959	1590	pCi/L	330	1993-09-17	1993
23843407	2130	pCi/L	400	1993-09-17	1993
23835658	1810	pCi/L	3500	1993-09-12	1993
23835657	1630	pCi/L	3400	1993-09-12	1993
23835655	2370	pCi/L	3900	1993-09-12	1993
23835656	1240	pCi/L	3000	1993-09-12	1993
18521181	26700	pCi/L	856	1994-08-16	1994
18521184	311000	pCi/L	6040	1994-08-16	1994
18521331	6260	pCi/L	512	1994-08-09	1994
18521207	10600	pCi/L	602	1994-08-15	1994
18529043	5700	pCi/L	503	1994-09-15	1994
18528873	4600	pCi/L	620	1994-09-15	1994
18529035	3230	pCi/L	437	1994-09-16	1994
18529238	6800	pCi/L	528	1994-08-26	1994
18529101	17500	pCi/L	720	1994-09-13	1994
18528859	4400	pCi/L	550	1994-09-19	1994
18529023	5050	pCi/L	482	1994-09-19	1994
22773034	180	pCi/L	NULL	1993-09-03	1993
22773047	700	pCi/L	NULL	1993-09-03	1993
22773039	970	pCi/L	240	1993-09-01	1993
22773066	700	pCi/L	NULL	1993-09-01	1993
18529141	81800	pCi/L	1650	1994-09-08	1994
18529171	24600	pCi/L	820	1994-09-09	1994
18521483	46800	pCi/L	1090	1994-07-21	1994
22733928	3600	pCi/L	770	1990-02-24	1990
22733352	3500	pCi/L	400	1990-02-24	1990
22733351	3800	pCi/L	400	1990-02-24	1990
22733784	3590	pCi/L	710	1990-03-12	1990
22733219	3100	pCi/L	400	1990-03-12	1990
22733093	2600	pCi/L	300	1990-03-12	1990
22733774	2970	pCi/L	710	1990-03-12	1990
22733773	9010	pCi/L	910	1990-03-12	1990
22733769	447000	pCi/L	4830	1990-03-14	1990
22733768	4430	pCi/L	760	1990-03-14	1990
22733815	2313000	pCi/L	124000	1990-02-14	1990
22733273	3800	pCi/L	400	1990-03-14	1990
22733278	2200	pCi/L	400	1990-03-19	1990
22733279	2400	pCi/L	400	1990-03-19	1990
22733810	140000	pCi/L	2660	1990-02-14	1990
23829757	34200	pCi/L	900	1991-02-08	1991
18521400	7870	pCi/L	549	1994-08-04	1994
23836099	668000	pCi/L	13000	1993-08-17	1993
23835576	34800	pCi/L	1200	1993-08-17	1993
23835646	2920	pCi/L	410	1993-09-16	1993
23843945	11440	pCi/L	730	1993-09-17	1993
23843406	3160	pCi/L	460	1993-09-17	1993
23835654	880	pCi/L	2800	1993-09-12	1993
23843952	2260	pCi/L	400	1993-09-18	1993
18521348	328	pCi/L	362	1994-08-08	1994
18521427	620	pCi/L	290	1994-08-08	1994
18521265	467000	pCi/L	9010	1994-08-09	1994
18521197	1080000	pCi/L	20700	1994-08-15	1994
18529160	1290	pCi/L	385	1994-09-08	1994
18529164	1270	pCi/L	383	1994-09-08	1994
18529240	8350	pCi/L	561	1994-08-26	1994
18529241	8820	pCi/L	564	1994-08-26	1994
18529237	5630	pCi/L	500	1994-08-26	1994
23835842	5080	pCi/L	530	1993-08-29	1993
18529170	9270	pCi/L	569	1994-09-08	1994
18529187	809	pCi/L	379	1994-09-08	1994
18529156	153000	pCi/L	3020	1994-09-09	1994
18529158	7070	pCi/L	531	1994-09-09	1994
18521479	36500	pCi/L	978	1994-07-21	1994
18528889	25600	pCi/L	1300	1994-08-29	1994
18529226	25900	pCi/L	842	1994-08-29	1994
18529234	24900	pCi/L	829	1994-08-26	1994
18529235	29100	pCi/L	883	1994-08-26	1994
18529195	17700	pCi/L	717	1994-09-07	1994
18529194	26800	pCi/L	846	1994-09-07	1994
23835959	892000	pCi/L	17000	1993-08-22	1993
23835961	14600000	pCi/L	260000	1993-08-22	1993
23835918	83200	pCi/L	1700	1993-08-22	1993
23835964	632000	pCi/L	12000	1993-08-22	1993
23835793	2500	pCi/L	410	1993-08-23	1993
23835794	2800	pCi/L	430	1993-08-23	1993
23835941	2440	pCi/L	490	1993-08-23	1993
23835775	621000	pCi/L	12000	1993-09-06	1993
23836278	1360	pCi/L	700	1991-12-02	1991
23836469	6290	pCi/L	800	1991-11-22	1991
23836468	11000	pCi/L	800	1991-11-21	1991
24419065	1270	pCi/L	700	1992-10-24	1992
18529060	3750	pCi/L	454	1994-09-15	1994
18528965	11100	pCi/L	609	1994-09-22	1994
18529065	454000	pCi/L	8780	1994-09-13	1994
18529014	17800	pCi/L	726	1994-09-19	1994
18529003	243	pCi/L	359	1994-09-20	1994
23835622	700	pCi/L	NULL	1993-09-12	1993
18529168	56600	pCi/L	1180	1994-09-08	1994
18529172	5390	pCi/L	487	1994-09-09	1994
18521443	-620	pCi/L	290	1994-07-20	1994
18521481	-18	pCi/L	354	1994-07-20	1994
18529223	14400	pCi/L	669	1994-08-29	1994
18521426	20200	pCi/L	1020	1994-08-08	1994
18521350	18800	pCi/L	743	1994-08-08	1994
18521333	8120	pCi/L	557	1994-08-09	1994
23835963	1250000	pCi/L	24000	1993-08-22	1993
23835940	8240	pCi/L	640	1993-08-23	1993
23836038	700	pCi/L	NULL	1993-08-13	1993
23836475	4270	pCi/L	700	1991-11-20	1991
23843524	3560	pCi/L	490	1993-12-11	1993
23843398	959000	pCi/L	18000	1993-12-11	1993
23843273	9860	pCi/L	550	1993-12-12	1993
23843520	8490	pCi/L	620	1993-12-12	1993
23836484	3410	pCi/L	700	1991-11-07	1991
23836478	6810	pCi/L	800	1991-11-20	1991
23836297	4550	pCi/L	700	1991-12-07	1991
23836295	2150	pCi/L	700	1991-12-04	1991
23836294	3760	pCi/L	700	1991-12-04	1991
23836481	3220	pCi/L	700	1991-11-20	1991
23836489	25800	pCi/L	1000	1991-11-22	1991
23835554	700	pCi/L	NULL	1993-10-03	1993
24375743	2720	pCi/L	500	1992-12-14	1992
24465771	2880	pCi/L	500	1992-12-14	1992
24465441	3173.75	pCi/L	1096.07	1992-12-15	1992
24397736	3365.72	pCi/L	1102.75	1992-12-15	1992
24375398	3090.61	pCi/L	1069.67	1992-12-15	1992
24420634	1990	pCi/L	500	1992-12-15	1992
23836322	5230	pCi/L	700	1991-12-08	1991
23836511	7320	pCi/L	800	1991-11-20	1991
23843139	1326000	pCi/L	27300	1991-10-21	1991
23836770	1260000	pCi/L	5700	1991-10-21	1991
23837192	1326000	pCi/L	27300	1991-10-21	1991
23836906	22300	pCi/L	1200	1991-10-11	1991
23836974	3460000	pCi/L	4200	1991-10-03	1991
23836973	320000	pCi/L	2500	1991-10-03	1991
23836971	93200	pCi/L	1300	1991-10-03	1991
23836963	531000	pCi/L	1700	1991-10-07	1991
23836961	175000	pCi/L	1000	1991-10-07	1991
23836947	700	pCi/L	NULL	1991-10-08	1991
23836945	118000	pCi/L	800	1991-10-08	1991
23836943	61500	pCi/L	1100	1991-10-04	1991
24487620	43500	pCi/L	1320	1992-11-18	1992
24375014	35000	pCi/L	1000	1992-11-17	1992
24330413	16700	pCi/L	800	1992-10-05	1992
24442839	700	pCi/L	NULL	1992-10-07	1992
24486371	1660	pCi/L	500	1992-10-09	1992
23837017	700	pCi/L	NULL	1991-10-22	1991
23837035	6340	pCi/L	800	1991-10-23	1991
23837034	28500	pCi/L	1100	1991-10-18	1991
23837028	7620	pCi/L	800	1991-10-22	1991
23837057	21500000	pCi/L	24000	1991-10-17	1991
23837056	8620000	pCi/L	15000	1991-10-17	1991
23836423	689000	pCi/L	4000	1991-12-10	1991
22733189	1700	pCi/L	300	1990-03-07	1990
23829835	2180	pCi/L	300	1991-01-26	1991
23829831	3260	pCi/L	300	1991-01-27	1991
22732948	2000	pCi/L	NULL	1990-01-24	1990
22733450	700	pCi/L	NULL	1990-01-24	1990
22733437	9380000	pCi/L	9900	1990-01-27	1990
22733386	1150000	pCi/L	3500	1990-01-27	1990
22733442	32800	pCi/L	600	1990-01-17	1990
22733114	87000	pCi/L	9000	1990-01-20	1990
22733434	127000	pCi/L	1200	1990-01-20	1990
22733008	1000	pCi/L	NULL	1990-01-21	1990
22732949	2000	pCi/L	NULL	1990-01-21	1990
22733007	1000	pCi/L	NULL	1990-01-21	1990
22733452	700	pCi/L	NULL	1990-01-21	1990
22732951	13000000	pCi/L	1000000	1990-01-21	1990
22733474	97700	pCi/L	1100	1990-01-21	1990
22733453	3420000	pCi/L	6000	1990-01-23	1990
22733428	18600000	pCi/L	13700	1990-01-06	1990
22732939	18000000	pCi/L	1000000	1990-01-06	1990
22733461	700	pCi/L	NULL	1990-01-09	1990
22733462	700	pCi/L	NULL	1990-01-09	1990
23829981	13200	pCi/L	950	1991-01-18	1991
23829083	16000	pCi/L	2000	1991-01-31	1991
23829078	1000	pCi/L	NULL	1991-02-01	1991
23829069	31000	pCi/L	4000	1991-02-01	1991
23829067	460000	pCi/L	50000	1991-02-04	1991
23829068	450000	pCi/L	50000	1991-02-04	1991
23829090	1200	pCi/L	200	1991-01-22	1991
23829798	1170	pCi/L	200	1991-01-22	1991
23829796	1410	pCi/L	200	1991-01-22	1991
23829775	700	pCi/L	NULL	1991-01-23	1991
23829786	5130	pCi/L	400	1991-02-11	1991
23829792	1000	pCi/L	200	1991-02-11	1991
22733091	2600	pCi/L	300	1990-03-10	1990
22733194	3300	pCi/L	400	1990-03-10	1990
22733092	2600	pCi/L	300	1990-03-11	1990
22733187	700	pCi/L	NULL	1990-03-06	1990
22733127	34000	pCi/L	4000	1990-02-24	1990
22733305	16000	pCi/L	700	1990-02-24	1990
22733302	9100	pCi/L	400	1990-03-06	1990
22733049	6700	pCi/L	700	1990-03-06	1990
22733264	5400	pCi/L	400	1990-03-13	1990
22733197	6400	pCi/L	400	1990-01-23	1990
22733563	13500	pCi/L	500	1990-01-13	1990
22733169	12000	pCi/L	2000	1990-01-13	1990
22733566	14300000	pCi/L	11200	1990-01-28	1990
22732972	1900000	pCi/L	100000	1990-01-28	1990
22733567	14700000	pCi/L	11600	1990-01-28	1990
22733508	700	pCi/L	NULL	1990-02-18	1990
22733507	47700	pCi/L	800	1990-02-18	1990
