STATION_SEQ,STATION_ID,EASTING,NORTHING,LATITUDE,LONGITUDE,ANALYSIS_DATE,COLLECTION_DATE,MDATE,MYEAR,ANALYTE_NAME,RESULT,RESULT_UNITS,PQL,PQL_UNITS,RESULT_SEQ,SAMPLE_SEQ,GROUND_ELEVATION,REFERENCE_ELEVATION,TOP_ELEV,BOTTOM_ELEV
1013091,FSB109D,436561.94,3681891.12,33.2759212146,-81.6812000302,1993-08-29 00:00:00,1993-08-15 00:00:00,1993-08-29 00:00:00,1993,TRITIUM,20600,pCi/L,700,pCi/L,23836160,15281058,290.80000000000001,293.30000000000001,228.30000000000001,208.30000000000001
1013046,FSB 87D,436509.9,3681751.63,33.2746600056,-81.6817490246,1993-11-09 00:00:00,1993-10-31 00:00:00,1993-11-09 00:00:00,1993,TRITIUM,46400,pCi/L,700,pCi/L,23843871,15282668,285.30000000000001,287.60000000000002,219.10000000000002,189.70000000000002
1013030,FSB 76,436732.48,3682122.94,33.2780221625,-81.6793850732,1991-11-01 00:00:00,1991-10-14 00:00:00,1991-11-01 00:00:00,1991,TRITIUM,414000,pCi/L,700,pCi/L,23837088,15276558,292,294.39999999999998,229.39999999999998,199.39999999999998
1012775,BRR  5D,436190.8,3682152.67,33.2782583899,-81.6852035257,1991-09-12 00:00:00,1991-08-26 00:00:00,1991-09-12 00:00:00,1991,TRITIUM,7560,pCi/L,,,23838090,15274462,292.60000000000002,294.80000000000001,224.30000000000001,204.30000000000001
1013058,FSB 93D,436726.51,3681646.31,33.2737227929,-81.6794158776,1991-11-11 00:00:00,1991-10-17 00:00:00,1991-11-11 00:00:00,1991,TRITIUM,8.72e+006,pCi/L,700,pCi/L,23837063,15276640,273.89999999999998,276.55000000000001,220.55000000000001,200.55000000000001
1013095,FSB111D,436899.85,3681958.82,33.2765516724,-81.6775764793,1993-11-09 00:00:00,1993-10-29 00:00:00,1993-11-09 00:00:00,1993,TRITIUM,12800,pCi/L,700,pCi/L,23843866,15282652,274.39999999999998,276.80000000000001,224.10000000000002,204.10000000000002
1013106,FSB115D,436975.69,3680929.11,33.2672685094,-81.6766905079,1991-11-04 00:00:00,1991-10-22 00:00:00,1991-11-04 00:00:00,1991,TRITIUM,7580,pCi/L,700,pCi/L,23837029,15276790,206.5,208.69999999999999,194.69999999999999,184.69999999999999
1012774,BRR  4D,436197.5,3682192.9,33.2786216449,-81.6851344179,1991-11-20 00:00:00,1991-11-12 00:00:00,1991-11-20 00:00:00,1991,TRITIUM,123000,pCi/L,700,pCi/L,23836699,15276354,290,292.39999999999998,221.09999999999997,201.09999999999997
1013035,FSB 78,436677.96,3681564.05,33.272977989,-81.6799314135,1993-11-16 00:00:00,1993-11-03 00:00:00,1993-11-16 00:00:00,1993,TRITIUM,1.15e+007,pCi/L,700,pCi/L,23843839,15282730,270.69999999999999,272.69999999999999,219.69999999999999,189.69999999999999
1013098,FSB112D,436433.73,3681182.62,33.2695232666,-81.6825269486,1991-11-10 00:00:00,1991-10-21 00:00:00,1991-11-10 00:00:00,1991,TRITIUM,9.18e+006,pCi/L,700,pCi/L,23837037,15276754,227.59999999999999,230.38999999999999,211.69,191.69
1013070,FSB 97D,436555.16,3681634.79,33.2736088181,-81.6812548738,1991-11-11 00:00:00,1991-10-17 00:00:00,1991-11-11 00:00:00,1991,TRITIUM,8.62e+006,pCi/L,700,pCi/L,23837056,15276662,283.89999999999998,286.19999999999999,219.19999999999999,199.19999999999999
1015609,FSL  8D,436778.78,3682123.89,33.2780334473,-81.678887987,1993-09-16 00:00:00,1993-09-04 00:00:00,1993-09-16 00:00:00,1993,TRITIUM,28500,pCi/L,700,pCi/L,23835773,15279614,288.80000000000001,290.80000000000001,224.80000000000001,204.70000000000002
1015609,FSL  8D,436778.78,3682123.89,33.2780334473,-81.678887987,1993-09-16 00:00:00,1993-09-04 00:00:00,1993-09-16 00:00:00,1993,TRITIUM,28400,pCi/L,700,pCi/L,23835774,15279614,288.80000000000001,290.80000000000001,224.80000000000001,204.70000000000002
1013111,FSB119D,436814.81,3681601.74,33.2733259665,-81.6784646816,1991-08-15 00:00:00,1991-07-29 00:00:00,1991-08-15 00:00:00,1991,TRITIUM,1.98e+007,pCi/L,,,23837903,15273260,252.09999999999999,254.30000000000001,215.30000000000001,195.30000000000001
