STATION_SEQ|STATION_ID|EASTING|NORTHING|LATITUDE|LONGITUDE|ANALYSIS_DATE|COLLECTION_DATE|MDATE|MYEAR|MMONTH|MDAY|MQUARTER|ANALYTE_NAME|RESULT|RESULT_UNITS|PQL|PQL_UNITS|RESULT_SEQ|SAMPLE_SEQ|GROUND_ELEVATION|REFERENCE_ELEVATION|TOP_ELEV|BOTTOM_ELEV
1013033|FSB 76C|436739.58|3682117.11|33.2779699948|-81.6793084288||1987-10-01 00:00:00|1987-10-01 00:00:00|1987|10|1|4|TRITIUM|4040|pCi/L||pCi/L|24128269|15612699|291.30000000000001|293.80000000000001|167.80000000000001|157.30000000000001
1013088|FSB107C|436847.37|3681845.66|33.2755279397|-81.6781320904|1997-08-27 00:00:00|1997-07-23 00:00:00|1997-08-27 00:00:00|1997|8|27|3|TRITIUM|81530|pCi/L|490|pCi/L|24300787|15611572|268.94999999999999|271.39999999999998|163.39999999999998|153.39999999999998
1013088|FSB107C|436847.37|3681845.66|33.2755279397|-81.6781320904|1997-08-27 00:00:00|1997-07-23 00:00:00|1997-08-27 00:00:00|1997|8|27|3|TRITIUM|81530|pCi/L|490|pCi/L|24302063|15611572|268.94999999999999|271.39999999999998|163.39999999999998|153.39999999999998
1013097|FSB112C|436436.7|3681186.21|33.2695558221|-81.6824953128|1998-05-07 00:00:00|1998-04-06 00:00:00|1998-05-07 00:00:00|1998|5|7|2|TRITIUM|2.54e+006|pCi/L|3840|pCi/L|24302270|15611559|227.09999999999999|229.87|141.87|131.87
1013088|FSB107C|436847.37|3681845.66|33.2755279397|-81.6781320904|1997-08-27 00:00:00|1997-07-23 00:00:00|1997-08-27 00:00:00|1997|8|27|3|TRITIUM|83770|pCi/L|510|pCi/L|24303487|15611572|268.94999999999999|271.39999999999998|163.39999999999998|153.39999999999998
1013116|FSB122C|436350.93|3680993.49|33.2678125024|-81.6834026509|1998-08-07 00:00:00|1998-07-27 00:00:00|1998-08-07 00:00:00|1998|8|7|3|TRITIUM|1.62e+006|pCi/L|2630|pCi/L|24303678|15611576|216.25999999999999|218.97|172.97|162.97
1013088|FSB107C|436847.37|3681845.66|33.2755279397|-81.6781320904|1997-08-27 00:00:00|1997-07-23 00:00:00|1997-08-27 00:00:00|1997|8|27|3|TRITIUM|83770|pCi/L|510|pCi/L|24306170|15611572|268.94999999999999|271.39999999999998|163.39999999999998|153.39999999999998
1013059|FSB 94C|436662.9|3681592.66|33.2732351558|-81.6800951135|2001-06-21 00:00:00|2001-06-01 00:00:00|2001-06-21 00:00:00|2001|6|21|2|TRITIUM|1.24e+007|pCi/L|40380|pCi/L|15751018|15421915|278.80000000000001|281.30000000000001|152.30000000000001|142.30000000000001
1013063|FSB 95CR|436591.72|3681590.93|33.2732153684|-81.6808592553|2001-06-22 00:00:00|2001-06-01 00:00:00|2001-06-22 00:00:00|2001|6|22|2|TRITIUM|7.7e+006|pCi/L|33029|pCi/L|15751016|15421913|281.89999999999998|284.39999999999998|164.39999999999998|154.39999999999998
1013038|FSB 78C|436677.79|3681567.13|33.2730057595|-81.6799334541|2001-06-21 00:00:00|2001-05-31 00:00:00|2001-06-21 00:00:00|2001|6|21|2|TRITIUM|9.5e+006|pCi/L|35793|pCi/L|15751020|15422484|271.39999999999998|273.60000000000002|153.60000000000002|143.80000000000001
